,estado,municipio,casosAcumulado,obitosAcumulado
876159,GO,Heitoraí,1513,10
876319,GO,Hidrolândia,6650,105
876479,GO,Hidrolina,350,14
876639,GO,Iaciara,2678,17
876799,GO,Inaciolândia,1858,35
876959,GO,Indiara,3011,60
877119,GO,Inhumas,21246,296
877279,GO,Ipameri,7722,114
877439,GO,Ipiranga de Goiás,381,13
877599,GO,Iporá,10332,174
877759,GO,Israelândia,694,10
877919,GO,Itaberaí,12873,193
878079,GO,Itaguari,1913,20
878239,GO,Itaguaru,1349,25
878399,GO,Itajá,430,24
878559,GO,Itapaci,6769,71
878719,GO,Itapirapuã,2252,21
878879,GO,Itapuranga,10374,99
879039,GO,Itarumã,1443,26
879199,GO,Itauçu,2309,41
879359,GO,Itumbiara,28546,531
879519,GO,Ivolândia,992,8
879679,GO,Jandaia,1964,27
879839,GO,Jaraguá,17995,233
879999,GO,Jataí,31306,450
880159,GO,Jaupaci,191,8
880319,GO,Jesúpolis,545,12
880479,GO,Joviânia,3372,26
880639,GO,Jussara,5639,78
880799,GO,Lagoa Santa,431,5
880959,GO,Leopoldo de Bulhões,1699,19
881119,GO,Luziânia,69613,593
881279,GO,Mairipotaba,316,7
881439,GO,Mambaí,593,7
881599,GO,Mara Rosa,957,37
881759,GO,Marzagão,608,8
881919,GO,Matrinchã,803,9
882079,GO,Maurilândia,2003,36
882239,GO,Mimoso de Goiás,730,2
882399,GO,Minaçu,9213,76
882559,GO,Mineiros,28573,307
882719,GO,Moiporá,96,3
882879,GO,Monte Alegre de Goiás,1484,7
883039,GO,Montes Claros de Goiás,2664,32
883199,GO,Montividiu,1564,32
883359,GO,Montividiu do Norte,1166,8
883519,GO,Morrinhos,20555,195
883679,GO,Morro Agudo de Goiás,733,7
883839,GO,Mossâmedes,1019,10
883999,GO,Mozarlândia,6421,37
884159,GO,Mundo Novo,1725,24
884319,GO,Mutunópolis,1338,16
884479,GO,Nazário,2571,31
884639,GO,Nerópolis,4204,99
884799,GO,Niquelândia,10747,115
884959,GO,Nova América,944,8
885119,GO,Nova Aurora,424,6
885279,GO,Nova Crixás,4424,27
885439,GO,Nova Glória,2849,35
885599,GO,Nova Iguaçu de Goiás,652,13
885759,GO,Nova Roma,636,2
885919,GO,Nova Veneza,3237,28
886079,GO,Novo Brasil,1240,13
886239,GO,Novo Gama,15149,244
886399,GO,Novo Planalto,407,9
886559,GO,Orizona,2201,39
886719,GO,Ouro Verde de Goiás,1690,15
886879,GO,Ouvidor,2046,30
887039,GO,Padre Bernardo,5858,74
887199,GO,Palestina de Goiás,804,11
887359,GO,Palmeiras de Goiás,11723,101
887519,GO,Palmelo,613,10
887679,GO,Palminópolis,2038,17
887839,GO,Panamá,820,10
887999,GO,Paranaiguara,2087,61
888159,GO,Paraúna,3260,39
888319,GO,Perolândia,582,9
888479,GO,Petrolina de Goiás,4700,46
888639,GO,Pilar de Goiás,875,12
888799,GO,Piracanjuba,8977,108
888959,GO,Piranhas,3208,84
889119,GO,Pirenópolis,10221,77
889279,GO,Pires do Rio,8697,169
889439,GO,Planaltina,9942,258
889599,GO,Pontalina,5002,61
889759,GO,Porangatu,3999,191
889919,GO,Porteirão,2322,22
890079,GO,Portelândia,1258,15
890239,GO,Posse,7058,65
890399,GO,Professor Jamil,1346,15
890559,GO,Quirinópolis,11549,228
890719,GO,Rialma,3848,64
890879,GO,Rianápolis,2308,17
891039,GO,Rio Quente,1749,10
891199,GO,Rio Verde,66161,890
891359,GO,Rubiataba,7382,102
891519,GO,Sanclerlândia,1971,39
891679,GO,Santa Bárbara de Goiás,2657,29
891839,GO,Santa Cruz de Goiás,682,8
891999,GO,Santa Fé de Goiás,2308,24
892159,GO,Santa Helena de Goiás,7236,236
892319,GO,Santa Isabel,867,18
892479,GO,Santa Rita do Araguaia,1064,7
892639,GO,Santa Rita do Novo Destino,567,11
892799,GO,Santa Rosa de Goiás,1346,10
892959,GO,Santa Tereza de Goiás,1266,13
893119,GO,Santa Terezinha de Goiás,2988,38
893279,GO,Santo Antônio da Barra,705,9
893439,GO,Santo Antônio de Goiás,2824,36
893599,GO,Santo Antônio do Descoberto,6932,130
893759,GO,São Domingos,515,10
893919,GO,São Francisco de Goiás,662,18
894079,GO,São João d'Aliança,1670,30
894239,GO,São João da Paraúna,757,4
894399,GO,São Luís de Montes Belos,13336,198
894559,GO,São Luiz do Norte,1089,21
894719,GO,São Miguel do Araguaia,7844,89
894879,GO,São Miguel do Passa Quatro,1571,13
895039,GO,São Patrício,599,9
895199,GO,São Simão,3690,73
895359,GO,Senador Canedo,43776,474
895519,GO,Serranópolis,2415,17
895679,GO,Silvânia,6270,40
895839,GO,Simolândia,986,7
895999,GO,Sítio d'Abadia,274,2
896159,GO,Taquaral de Goiás,929,13
896319,GO,Teresina de Goiás,409,1
896479,GO,Terezópolis de Goiás,1744,29
896639,GO,Três Ranchos,926,13
896799,GO,Trindade,36823,608
896959,GO,Trombas,697,8
897119,GO,Turvânia,2202,30
897279,GO,Turvelândia,1292,17
897439,GO,Uirapuru,670,10
897599,GO,Uruaçu,13863,173
897759,GO,Uruana,4447,50
897919,GO,Urutaí,1101,8
898079,GO,Valparaíso de Goiás,36223,452
898239,GO,Varjão,1188,18
898399,GO,Vianópolis,4610,47
898559,GO,Vicentinópolis,1871,25
898719,GO,Vila Boa,733,4
898879,GO,Vila Propício,1161,10
899039,DF,Brasília,908820,11862
