,estado,municipio,casosAcumulado,obitosAcumulado
635519,PR,Antonina,5300,81
635679,PR,Antônio Olinto,1515,18
635839,PR,Apucarana,23598,586
635999,PR,Arapongas,30872,667
636159,PR,Arapoti,5843,75
636319,PR,Arapuã,948,9
636479,PR,Araruna,3706,44
636639,PR,Araucária,47321,592
636799,PR,Ariranha do Ivaí,708,5
636959,PR,Assaí,3657,76
637119,PR,Assis Chateaubriand,10064,148
637279,PR,Astorga,9586,107
637439,PR,Atalaia,1363,29
637599,PR,Balsa Nova,3312,36
637759,PR,Bandeirantes,10068,169
637919,PR,Barbosa Ferraz,3731,62
638079,PR,Barracão,2950,40
638239,PR,Barra do Jacaré,701,7
638399,PR,Bela Vista da Caroba,859,9
638559,PR,Bela Vista do Paraíso,4265,90
638719,PR,Bituruna,2837,40
638879,PR,Boa Esperança,1487,21
639039,PR,Boa Esperança do Iguaçu,530,2
639199,PR,Boa Ventura de São Roque,1143,12
639359,PR,Boa Vista da Aparecida,1918,42
639519,PR,Bocaiúva do Sul,3564,38
639679,PR,Bom Jesus do Sul,1468,11
639839,PR,Bom Sucesso,2715,22
639999,PR,Bom Sucesso do Sul,1206,10
640159,PR,Borrazópolis,2107,38
640319,PR,Braganey,1555,15
640479,PR,Brasilândia do Sul,1048,14
640639,PR,Cafeara,923,15
640799,PR,Cafelândia,5762,50
640959,PR,Cafezal do Sul,1176,13
641119,PR,Califórnia,2391,42
641279,PR,Cambará,6917,80
641439,PR,Cambé,25918,434
641599,PR,Cambira,2863,33
641759,PR,Campina da Lagoa,3853,66
641919,PR,Campina do Simão,632,16
642079,PR,Campina Grande do Sul,11547,182
642239,PR,Campo Bonito,663,17
642399,PR,Campo do Tenente,751,22
642559,PR,Campo Largo,37165,524
642719,PR,Campo Magro,5482,94
642879,PR,Campo Mourão,32985,400
643039,PR,Cândido de Abreu,3103,25
643199,PR,Candói,3064,36
643359,PR,Cantagalo,2022,40
643519,PR,Capanema,6023,33
643679,PR,Capitão Leônidas Marques,3561,34
643839,PR,Carambeí,6727,81
643999,PR,Carlópolis,2092,55
644159,PR,Cascavel,86783,1292
644319,PR,Castro,20198,279
644479,PR,Catanduvas,2244,24
644639,PR,Centenário do Sul,2616,43
644799,PR,Cerro Azul,2330,56
644959,PR,Céu Azul,3169,36
645119,PR,Chopinzinho,4638,61
645279,PR,Cianorte,23108,220
645439,PR,Cidade Gaúcha,3622,38
645599,PR,Clevelândia,4001,98
645759,PR,Colombo,49169,914
645919,PR,Colorado,7274,98
646079,PR,Congonhinhas,2919,41
646239,PR,Conselheiro Mairinck,1304,17
646399,PR,Contenda,4244,76
646559,PR,Corbélia,5266,57
646719,PR,Cornélio Procópio,16660,201
646879,PR,Coronel Domingos Soares,2242,22
647039,PR,Coronel Vivida,6353,91
647199,PR,Corumbataí do Sul,748,8
647359,PR,Cruzeiro do Iguaçu,1128,14
647519,PR,Cruzeiro do Oeste,5580,94
647679,PR,Cruzeiro do Sul,1441,12
647839,PR,Cruz Machado,2743,39
647999,PR,Cruzmaltina,908,9
648159,PR,Curitiba,307283,8840
648319,PR,Curiúva,2938,50
648479,PR,Diamante do Norte,979,19
648639,PR,Diamante do Sul,1133,24
648799,PR,Diamante D'Oeste,1023,17
648959,PR,Dois Vizinhos,13517,109
649119,PR,Douradina,2973,21
649279,PR,Doutor Camargo,1568,21
649439,PR,Enéas Marques,1645,17
649599,PR,Engenheiro Beltrão,3835,36
649759,PR,Esperança Nova,766,8
649919,PR,Entre Rios do Oeste,908,7
650079,PR,Espigão Alto do Iguaçu,1333,9
650239,PR,Farol,507,10
650399,PR,Faxinal,4931,87
650559,PR,Fazenda Rio Grande,27734,505
650719,PR,Fênix,1490,11
650879,PR,Fernandes Pinheiro,876,17
651039,PR,Figueira,1850,30
651199,PR,Floraí,1960,14
651359,PR,Flor da Serra do Sul,1545,26
651519,PR,Floresta,3044,28
651679,PR,Florestópolis,3026,48
651839,PR,Flórida,754,13
651999,PR,Formosa do Oeste,1611,26
652159,PR,Foz do Iguaçu,84927,1337
652319,PR,Francisco Alves,756,19
652479,PR,Francisco Beltrão,35163,316
652639,PR,Foz do Jordão,1056,17
652799,PR,General Carneiro,1394,46
652959,PR,Godoy Moreira,695,5
653119,PR,Goioerê,5563,94
653279,PR,Goioxim,1025,9
653439,PR,Grandes Rios,1332,19
653599,PR,Guaíra,8633,124
653759,PR,Guairaçá,1036,22
653919,PR,Guamiranga,2797,27
654079,PR,Guapirama,1087,16
654239,PR,Guaporema,619,6
654399,PR,Guaraci,1444,16
654559,PR,Guaraniaçu,3217,40
654719,PR,Guarapuava,42504,699
654879,PR,Guaraqueçaba,1345,21
655039,PR,Guaratuba,13792,206
655199,PR,Honório Serpa,1167,12
655359,PR,Ibaiti,8771,185
655519,PR,Ibema,926,32
655679,PR,Ibiporã,14911,240
655839,PR,Icaraíma,2110,20
655999,PR,Iguaraçu,966,27
656159,PR,Iguatu,878,15
656319,PR,Imbaú,2864,64
656479,PR,Imbituva,7815,128
656639,PR,Inácio Martins,2796,21
656799,PR,Inajá,928,11
656959,PR,Indianópolis,1710,11
657119,PR,Ipiranga,2703,39
657279,PR,Iporã,3384,34
657439,PR,Iracema do Oeste,646,6
657599,PR,Irati,19231,220
657759,PR,Iretama,3261,24
657919,PR,Itaguajé,881,12
658079,PR,Itaipulândia,3008,31
658239,PR,Itambaracá,1621,27
658399,PR,Itambé,1586,39
658559,PR,Itapejara d'Oeste,3770,48
658719,PR,Itaperuçu,5313,126
658879,PR,Itaúna do Sul,808,6
659039,PR,Ivaí,2725,29
659199,PR,Ivaiporã,7858,106
659359,PR,Ivaté,2029,7
659519,PR,Ivatuba,742,13
659679,PR,Jaboti,1600,19
659839,PR,Jacarezinho,13638,144
659999,PR,Jaguapitã,5898,74
660159,PR,Jaguariaíva,7976,174
660319,PR,Jandaia do Sul,8374,103
660479,PR,Janiópolis,1647,25
660639,PR,Japira,1493,18
660799,PR,Japurá,2790,20
660959,PR,Jardim Alegre,1928,37
661119,PR,Jardim Olinda,95,2
661279,PR,Jataizinho,3059,60
661439,PR,Jesuítas,2149,24
661599,PR,Joaquim Távora,4187,64
661759,PR,Jundiaí do Sul,400,10
661919,PR,Juranda,2214,35
662079,PR,Jussara,2311,15
662239,PR,Kaloré,2345,31
662399,PR,Lapa,12707,155
662559,PR,Laranjal,844,16
662719,PR,Laranjeiras do Sul,5323,117
662879,PR,Leópolis,1387,14
663039,PR,Lidianópolis,1200,10
663199,PR,Lindoeste,1204,13
663359,PR,Loanda,7553,69
663519,PR,Lobato,1711,16
663679,PR,Londrina,192808,2738
663839,PR,Luiziana,1913,17
663999,PR,Lunardelli,1236,10
664159,PR,Lupionópolis,1453,28
664319,PR,Mallet,2384,16
664479,PR,Mamborê,4130,38
664639,PR,Mandaguaçu,9084,98
664799,PR,Mandaguari,11540,144
664959,PR,Mandirituba,6230,106
665119,PR,Manfrinópolis,655,9
665279,PR,Mangueirinha,4417,55
665439,PR,Manoel Ribas,2959,33
665599,PR,Marechal Cândido Rondon,13646,192
665759,PR,Maria Helena,1375,10
665919,PR,Marialva,14954,158
666079,PR,Marilândia do Sul,2903,48
666239,PR,Marilena,1674,20
666399,PR,Mariluz,2578,57
666559,PR,Maringá,148948,1871
666719,PR,Mariópolis,1511,26
666879,PR,Maripá,1710,26
667039,PR,Marmeleiro,5408,61
667199,PR,Marquinho,1210,8
667359,PR,Marumbi,1934,18
667519,PR,Matelândia,4895,71
667679,PR,Matinhos,10414,170
667839,PR,Mato Rico,420,6
667999,PR,Mauá da Serra,1862,33
668159,PR,Medianeira,14513,155
668319,PR,Mercedes,1595,12
668479,PR,Mirador,664,5
668639,PR,Miraselva,373,9
668799,PR,Missal,2500,23
668959,PR,Moreira Sales,2246,46
669119,PR,Morretes,5009,65
669279,PR,Munhoz de Melo,1098,11
669439,PR,Nossa Senhora das Graças,1164,11
669599,PR,Nova Aliança do Ivaí,299,2
669759,PR,Nova América da Colina,926,8
669919,PR,Nova Aurora,3606,57
670079,PR,Nova Cantu,1715,21
670239,PR,Nova Esperança,7108,102
670399,PR,Nova Esperança do Sudoeste,1541,13
670559,PR,Nova Fátima,1556,21
670719,PR,Nova Laranjeiras,1720,13
670879,PR,Nova Londrina,3375,36
671039,PR,Nova Olímpia,1096,24
671199,PR,Nova Santa Bárbara,993,21
671359,PR,Nova Santa Rosa,1930,20
671519,PR,Nova Prata do Iguaçu,2663,25
671679,PR,Nova Tebas,1762,18
671839,PR,Novo Itacolomi,1040,8
671999,PR,Ortigueira,4228,79
672159,PR,Ourizona,1020,16
672319,PR,Ouro Verde do Oeste,1768,37
672479,PR,Paiçandu,11049,161
672639,PR,Palmas,14073,178
672799,PR,Palmeira,9217,111
672959,PR,Palmital,2706,43
673119,PR,Palotina,11149,105
673279,PR,Paraíso do Norte,5188,52
673439,PR,Paranacity,2370,30
673599,PR,Paranaguá,34988,675
673759,PR,Paranapoema,836,5
673919,PR,Paranavaí,27926,354
674079,PR,Pato Bragado,1289,13
674239,PR,Pato Branco,30127,331
674399,PR,Paula Freitas,1316,17
674559,PR,Paulo Frontin,1022,6
674719,PR,Peabiru,4029,45
674879,PR,Perobal,2176,11
675039,PR,Pérola,3310,41
675199,PR,Pérola d'Oeste,1417,13
675359,PR,Piên,3133,34
675519,PR,Pinhais,42268,641
675679,PR,Pinhalão,1880,25
675839,PR,Pinhal de São Bento,828,2
675999,PR,Pinhão,4815,94
676159,PR,Piraí do Sul,5574,98
676319,PR,Piraquara,22310,355
676479,PR,Pitanga,10629,65
676639,PR,Pitangueiras,938,14
676799,PR,Planaltina do Paraná,807,8
676959,PR,Planalto,2276,26
677119,PR,Ponta Grossa,96419,1607
677279,PR,Pontal do Paraná,10994,144
677439,PR,Porecatu,4041,54
677599,PR,Porto Amazonas,915,21
677759,PR,Porto Barreiro,857,7
677919,PR,Porto Rico,1351,9
678079,PR,Porto Vitória,806,10
678239,PR,Prado Ferreira,225,22
678399,PR,Pranchita,1678,14
678559,PR,Presidente Castelo Branco,1675,17
678719,PR,Primeiro de Maio,1631,45
678879,PR,Prudentópolis,10151,143
679039,PR,Quarto Centenário,1105,8
679199,PR,Quatiguá,3529,46
679359,PR,Quatro Barras,6991,110
679519,PR,Quatro Pontes,1399,12
679679,PR,Quedas do Iguaçu,6412,97
679839,PR,Querência do Norte,2732,12
679999,PR,Quinta do Sol,1865,14
680159,PR,Quitandinha,2731,62
680319,PR,Ramilândia,913,12
680479,PR,Rancho Alegre,1271,11
680639,PR,Rancho Alegre D'Oeste,694,9
680799,PR,Realeza,5836,53
680959,PR,Rebouças,4065,49
681119,PR,Renascença,2177,24
681279,PR,Reserva,6229,88
681439,PR,Reserva do Iguaçu,1289,11
681599,PR,Ribeirão Claro,3895,28
681759,PR,Ribeirão do Pinhal,2721,61
681919,PR,Rio Azul,3116,29
682079,PR,Rio Bom,1119,13
682239,PR,Rio Bonito do Iguaçu,1812,15
682399,PR,Rio Branco do Ivaí,934,14
682559,PR,Rio Branco do Sul,7253,163
682719,PR,Rio Negro,2277,75
682879,PR,Rolândia,17379,311
683039,PR,Roncador,2148,23
683199,PR,Rondon,2614,22
683359,PR,Rosário do Ivaí,1629,9
683519,PR,Sabáudia,2783,35
683679,PR,Salgado Filho,1063,12
683839,PR,Salto do Itararé,1749,42
683999,PR,Salto do Lontra,3959,39
684159,PR,Santa Amélia,842,11
684319,PR,Santa Cecília do Pavão,1035,16
684479,PR,Santa Cruz de Monte Castelo,2523,21
684639,PR,Santa Fé,1754,54
684799,PR,Santa Helena,5673,92
684959,PR,Santa Inês,432,3
685119,PR,Santa Isabel do Ivaí,3100,32
685279,PR,Santa Izabel do Oeste,3081,39
685439,PR,Santa Lúcia,816,9
685599,PR,Santa Maria do Oeste,2346,31
685759,PR,Santa Mariana,2931,61
685919,PR,Santa Mônica,946,12
686079,PR,Santana do Itararé,1483,32
686239,PR,Santa Tereza do Oeste,2203,39
686399,PR,Santa Terezinha de Itaipu,7155,128
686559,PR,Santo Antônio da Platina,16244,181
686719,PR,Santo Antônio do Caiuá,812,12
686879,PR,Santo Antônio do Paraíso,723,6
687039,PR,Santo Antônio do Sudoeste,6182,40
687199,PR,Santo Inácio,1283,22
687359,PR,São Carlos do Ivaí,3013,26
687519,PR,São Jerônimo da Serra,1915,32
687679,PR,São João,2935,26
687839,PR,São João do Caiuá,1607,16
687999,PR,São João do Ivaí,2856,31
688159,PR,São João do Triunfo,2284,11
688319,PR,São Jorge d'Oeste,2259,17
688479,PR,São Jorge do Ivaí,2166,19
688639,PR,São Jorge do Patrocínio,2961,35
688799,PR,São José da Boa Vista,1490,30
688959,PR,São José das Palmeiras,896,14
689119,PR,São José dos Pinhais,69854,1223
689279,PR,São Manoel do Paraná,612,4
689439,PR,São Mateus do Sul,9344,105
689599,PR,São Miguel do Iguaçu,7290,94
689759,PR,São Pedro do Iguaçu,1191,23
689919,PR,São Pedro do Ivaí,3923,59
690079,PR,São Pedro do Paraná,934,4
690239,PR,São Sebastião da Amoreira,1953,29
690399,PR,São Tomé,1914,6
690559,PR,Sapopema,1604,24
690719,PR,Sarandi,26696,387
690879,PR,Saudade do Iguaçu,1757,17
691039,PR,Sengés,4064,63
691199,PR,Serranópolis do Iguaçu,1420,14
691359,PR,Sertaneja,1973,21
691519,PR,Sertanópolis,5564,63
691679,PR,Siqueira Campos,7265,95
691839,PR,Sulina,804,9
691999,PR,Tamarana,2956,50
692159,PR,Tamboara,1433,16
692319,PR,Tapejara,3457,40
692479,PR,Tapira,1473,16
692639,PR,Teixeira Soares,2104,19
692799,PR,Telêmaco Borba,31870,420
692959,PR,Terra Boa,4793,67
693119,PR,Terra Rica,3934,39
693279,PR,Terra Roxa,4444,53
693439,PR,Tibagi,4828,100
693599,PR,Tijucas do Sul,5141,81
693759,PR,Toledo,49745,508
693919,PR,Tomazina,2729,36
694079,PR,Três Barras do Paraná,3121,63
694239,PR,Tunas do Paraná,1086,24
694399,PR,Tuneiras do Oeste,2266,25
694559,PR,Tupãssi,1891,26
694719,PR,Turvo,4360,38
694879,PR,Ubiratã,3478,107
695039,PR,Umuarama,39615,398
695199,PR,União da Vitória,15140,167
695359,PR,Uniflor,569,4
695519,PR,Uraí,1294,37
695679,PR,Wenceslau Braz,5177,98
695839,PR,Ventania,2217,57
695999,PR,Vera Cruz do Oeste,2121,56
696159,PR,Verê,2429,29
696319,PR,Alto Paraíso,1394,11
696479,PR,Doutor Ulysses,859,9
696639,PR,Virmond,987,8
696799,PR,Vitorino,2149,40
696959,PR,Xambrê,1412,18
697279,SC,Abdon Batista,541,4
697439,SC,Abelardo Luz,2796,70
697599,SC,Agrolândia,2379,35
697759,SC,Agronômica,1332,15
697919,SC,Água Doce,2445,20
698079,SC,Águas de Chapecó,1357,16
698239,SC,Águas Frias,1144,4
698399,SC,Águas Mornas,1226,13
698559,SC,Alfredo Wagner,1457,12
698719,SC,Alto Bela Vista,517,3
698879,SC,Anchieta,1400,12
699039,SC,Angelina,997,6
699199,SC,Anita Garibaldi,2165,12
699359,SC,Anitápolis,798,6
699519,SC,Antônio Carlos,3303,29
699679,SC,Apiúna,1843,21
699839,SC,Arabutã,724,10
699999,SC,Araquari,7995,98
700159,SC,Araranguá,19983,285
700319,SC,Armazém,1771,36
700479,SC,Arroio Trinta,1390,15
700639,SC,Arvoredo,512,5
700799,SC,Ascurra,2354,14
700959,SC,Atalanta,927,12
701119,SC,Aurora,1604,24
701279,SC,Balneário Arroio do Silva,4176,68
701439,SC,Balneário Camboriú,38898,510
701599,SC,Balneário Barra do Sul,2683,61
701759,SC,Balneário Gaivota,4094,41
701919,SC,Bandeirante,781,7
702079,SC,Barra Bonita,512,2
702239,SC,Barra Velha,7616,149
702399,SC,Bela Vista do Toldo,116,5
702559,SC,Belmonte,725,5
702719,SC,Benedito Novo,1677,25
702879,SC,Biguaçu,18053,191
703039,SC,Blumenau,116965,841
703199,SC,Bocaina do Sul,920,5
703359,SC,Bombinhas,5167,77
703519,SC,Bom Jardim da Serra,1148,8
703679,SC,Bom Jesus,794,12
703839,SC,Bom Jesus do Oeste,396,6
703999,SC,Bom Retiro,1370,23
704159,SC,Botuverá,1883,12
704319,SC,Braço do Norte,13546,121
704479,SC,Braço do Trombudo,1256,8
704639,SC,Brunópolis,805,9
704799,SC,Brusque,47251,366
704959,SC,Caçador,9984,339
705119,SC,Caibi,1359,20
705279,SC,Calmon,189,7
705439,SC,Camboriú,21747,220
705599,SC,Capão Alto,423,3
705759,SC,Campo Alegre,2546,46
705919,SC,Campo Belo do Sul,1257,23
706079,SC,Campo Erê,2403,24
706239,SC,Campos Novos,9506,142
706399,SC,Canelinha,2324,21
706559,SC,Canoinhas,11902,142
706719,SC,Capinzal,7813,57
706879,SC,Capivari de Baixo,7201,101
707039,SC,Catanduvas,3327,35
707199,SC,Caxambu do Sul,1322,14
707359,SC,Celso Ramos,1038,9
707519,SC,Cerro Negro,431,4
707679,SC,Chapadão do Lageado,751,6
707839,SC,Chapecó,76020,872
707999,SC,Cocal do Sul,5777,66
708159,SC,Concórdia,29091,246
708319,SC,Cordilheira Alta,1186,10
708479,SC,Coronel Freitas,2822,34
708639,SC,Coronel Martins,601,3
708799,SC,Corupá,3479,44
708959,SC,Correia Pinto,3760,67
709119,SC,Criciúma,56298,744
709279,SC,Cunha Porã,1987,30
709439,SC,Cunhataí,274,4
709599,SC,Curitibanos,10950,214
709759,SC,Descanso,1688,21
709919,SC,Dionísio Cerqueira,3517,58
710079,SC,Dona Emma,1124,8
710239,SC,Doutor Pedrinho,603,7
710399,SC,Entre Rios,1245,11
710559,SC,Ermo,555,7
710719,SC,Erval Velho,1613,14
710879,SC,Faxinal dos Guedes,3667,48
711039,SC,Flor do Sertão,343,0
711199,SC,Florianópolis,172314,1354
711359,SC,Formosa do Sul,834,10
711519,SC,Forquilhinha,8786,63
711679,SC,Fraiburgo,8461,133
711839,SC,Frei Rogério,700,11
711999,SC,Galvão,909,14
712159,SC,Garopaba,7773,55
712319,SC,Garuva,3927,41
712479,SC,Gaspar,17358,221
712639,SC,Governador Celso Ramos,4939,34
712799,SC,Grão Pará,2650,15
712959,SC,Gravatal,3144,55
713119,SC,Guabiruba,4988,58
713279,SC,Guaraciaba,2746,39
713439,SC,Guaramirim,10745,113
713599,SC,Guarujá do Sul,1024,12
713759,SC,Guatambú,1631,22
713919,SC,Herval d'Oeste,7571,79
714079,SC,Ibiam,467,4
714239,SC,Ibicaré,834,9
714399,SC,Ibirama,3519,43
714559,SC,Içara,11946,156
714719,SC,Ilhota,3233,41
714879,SC,Imaruí,1186,29
715039,SC,Imbituba,12055,127
715199,SC,Imbuia,1124,11
715359,SC,Indaial,18326,158
715519,SC,Iomerê,697,12
715679,SC,Ipira,601,7
715839,SC,Iporã do Oeste,925,16
715999,SC,Ipuaçu,1657,18
716159,SC,Ipumirim,1164,13
716319,SC,Iraceminha,841,5
716479,SC,Irani,2614,23
716639,SC,Irati,590,8
716799,SC,Irineópolis,1605,18
716959,SC,Itá,2434,31
717119,SC,Itaiópolis,4660,59
717279,SC,Itajaí,67284,904
717439,SC,Itapema,24926,294
717599,SC,Itapiranga,2749,23
717759,SC,Itapoá,6723,83
717919,SC,Ituporanga,6572,85
718079,SC,Jaborá,1112,13
718239,SC,Jacinto Machado,3152,43
718399,SC,Jaguaruna,4909,70
718559,SC,Jaraguá do Sul,63957,477
718719,SC,Jardinópolis,725,5
718879,SC,Joaçaba,11622,88
719039,SC,Joinville,192667,2356
719199,SC,José Boiteux,1056,12
719359,SC,Jupiá,352,7
719519,SC,Lacerdópolis,828,5
719679,SC,Lages,43620,615
719839,SC,Laguna,11033,186
719999,SC,Lajeado Grande,581,7
720159,SC,Laurentino,2097,12
720319,SC,Lauro Müller,3551,62
720479,SC,Lebon Régis,1851,72
720639,SC,Leoberto Leal,859,2
720799,SC,Lindóia do Sul,1295,13
720959,SC,Lontras,2091,28
721119,SC,Luiz Alves,3266,18
721279,SC,Luzerna,1872,17
721439,SC,Macieira,540,6
721599,SC,Mafra,11177,155
721759,SC,Major Gercino,672,8
721919,SC,Major Vieira,744,8
722079,SC,Maracajá,2239,25
722239,SC,Maravilha,8817,81
722399,SC,Marema,556,13
722559,SC,Massaranduba,5276,24
722719,SC,Matos Costa,435,4
722879,SC,Meleiro,2052,25
723039,SC,Mirim Doce,519,11
723199,SC,Modelo,854,12
723359,SC,Mondaí,1539,12
723519,SC,Monte Carlo,1740,48
723679,SC,Monte Castelo,1992,27
723839,SC,Morro da Fumaça,5836,51
723999,SC,Morro Grande,1148,9
724159,SC,Navegantes,18020,248
724319,SC,Nova Erechim,947,12
724479,SC,Nova Itaberaba,916,8
724639,SC,Nova Trento,3698,25
724799,SC,Nova Veneza,4334,37
724959,SC,Novo Horizonte,706,2
725119,SC,Orleans,8594,99
725279,SC,Otacílio Costa,6448,73
725439,SC,Ouro,2678,23
725599,SC,Ouro Verde,847,13
725759,SC,Paial,485,4
725919,SC,Painel,359,6
726079,SC,Palhoça,46082,426
726239,SC,Palma Sola,2145,19
726399,SC,Palmeira,768,5
726559,SC,Palmitos,3845,74
726719,SC,Papanduva,3402,58
726879,SC,Paraíso,357,9
727039,SC,Passo de Torres,3154,35
727199,SC,Passos Maia,1019,13
727359,SC,Paulo Lopes,2417,18
727519,SC,Pedras Grandes,1161,24
727679,SC,Penha,9823,122
727839,SC,Peritiba,568,6
727999,SC,Pescaria Brava,2414,28
728159,SC,Petrolândia,1487,30
728319,SC,Balneário Piçarras,7968,74
728479,SC,Pinhalzinho,6840,41
728639,SC,Pinheiro Preto,866,10
728799,SC,Piratuba,775,12
728959,SC,Planalto Alegre,852,15
729119,SC,Pomerode,10717,87
729279,SC,Ponte Alta,1036,15
729439,SC,Ponte Alta do Norte,460,9
729599,SC,Ponte Serrada,2728,63
729759,SC,Porto Belo,3893,75
729919,SC,Porto União,8382,105
730079,SC,Pouso Redondo,2869,44
730239,SC,Praia Grande,2172,18
730399,SC,Presidente Castello Branco,645,5
730559,SC,Presidente Getúlio,2312,42
730719,SC,Presidente Nereu,338,4
730879,SC,Princesa,881,13
731039,SC,Quilombo,3001,45
731199,SC,Rancho Queimado,867,5
731359,SC,Rio das Antas,2064,21
731519,SC,Rio do Campo,1183,12
731679,SC,Rio do Oeste,974,21
731839,SC,Rio dos Cedros,1428,34
731999,SC,Rio do Sul,16840,162
732159,SC,Rio Fortuna,879,11
732319,SC,Rio Negrinho,9885,139
732479,SC,Rio Rufino,351,8
732639,SC,Riqueza,1045,19
732799,SC,Rodeio,3147,36
732959,SC,Romelândia,601,8
733119,SC,Salete,1492,9
733279,SC,Saltinho,577,10
733439,SC,Salto Veloso,1562,8
733599,SC,Sangão,2616,16
733759,SC,Santa Cecília,3196,37
733919,SC,Santa Helena,242,4
734079,SC,Santa Rosa de Lima,707,5
734239,SC,Santa Rosa do Sul,2359,31
734399,SC,Santa Terezinha,1149,8
734559,SC,Santa Terezinha do Progresso,451,5
734719,SC,Santiago do Sul,240,2
734879,SC,Santo Amaro da Imperatriz,6341,93
735039,SC,São Bernardino,498,4
735199,SC,São Bento do Sul,17045,227
735359,SC,São Bonifácio,1047,7
735519,SC,São Carlos,1433,25
735679,SC,São Cristóvão do Sul,343,18
735839,SC,São Domingos,1537,24
735999,SC,São Francisco do Sul,11783,212
736159,SC,São João do Oeste,910,9
736319,SC,São João Batista,8750,115
736479,SC,São João do Itaperiú,1259,14
736639,SC,São João do Sul,2010,19
736799,SC,São Joaquim,8590,96
736959,SC,São José,58717,686
737119,SC,São José do Cedro,3184,30
737279,SC,São José do Cerrito,1626,16
737439,SC,São Lourenço do Oeste,6164,75
737599,SC,São Ludgero,4926,39
737759,SC,São Martinho,919,15
737919,SC,São Miguel da Boa Vista,427,8
738079,SC,São Miguel do Oeste,10205,87
738239,SC,São Pedro de Alcântara,1331,17
738399,SC,Saudades,2255,19
738559,SC,Schroeder,7748,45
738719,SC,Seara,5372,42
738879,SC,Serra Alta,527,6
739039,SC,Siderópolis,2347,51
739199,SC,Sombrio,7022,89
739359,SC,Sul Brasil,841,7
739519,SC,Taió,4318,30
739679,SC,Tangará,2587,38
739839,SC,Tigrinhos,607,2
739999,SC,Tijucas,11390,105
740159,SC,Timbé do Sul,1556,19
740319,SC,Timbó,13655,110
740479,SC,Timbó Grande,1288,19
740639,SC,Três Barras,4198,81
740799,SC,Treviso,1447,13
740959,SC,Treze de Maio,1804,20
741119,SC,Treze Tílias,1746,17
741279,SC,Trombudo Central,2091,29
741439,SC,Tubarão,33537,558
741599,SC,Tunápolis,1800,13
741759,SC,Turvo,3518,38
741919,SC,União do Oeste,724,12
742079,SC,Urubici,806,28
742239,SC,Urupema,529,5
742399,SC,Urussanga,5853,77
742559,SC,Vargeão,389,11
742719,SC,Vargem,981,4
742879,SC,Vargem Bonita,1532,11
743039,SC,Vidal Ramos,1452,13
743199,SC,Videira,19824,142
743359,SC,Vitor Meireles,1035,14
743519,SC,Witmarsum,686,5
743679,SC,Xanxerê,14426,206
743839,SC,Xavantina,794,5
743999,SC,Xaxim,8866,132
744159,SC,Zortéa,1434,14
744319,SC,Balneário Rincão,2682,55
744639,RS,Aceguá,1226,8
744799,RS,Água Santa,1094,11
744959,RS,Agudo,3655,39
745119,RS,Ajuricaba,2812,39
745279,RS,Alecrim,760,13
745439,RS,Alegrete,21161,333
745599,RS,Alegria,692,5
745759,RS,Almirante Tamandaré do Sul,713,8
745919,RS,Alpestre,1601,18
746079,RS,Alto Alegre,485,3
746239,RS,Alto Feliz,817,4
746399,RS,Alvorada,41533,934
746559,RS,Amaral Ferrador,609,16
746719,RS,Ametista do Sul,1935,30
746879,RS,André da Rocha,317,1
747039,RS,Anta Gorda,1213,10
747199,RS,Antônio Prado,5537,35
747359,RS,Arambaré,399,10
747519,RS,Araricá,1894,30
747679,RS,Aratiba,1196,8
747839,RS,Arroio do Meio,6016,61
747999,RS,Arroio do Sal,4599,47
748159,RS,Arroio do Padre,596,4
748319,RS,Arroio dos Ratos,3199,53
748479,RS,Arroio do Tigre,2852,25
748639,RS,Arroio Grande,3474,64
748799,RS,Arvorezinha,1783,35
748959,RS,Augusto Pestana,2219,17
749119,RS,Áurea,698,7
749279,RS,Bagé,31500,373
749439,RS,Balneário Pinhal,4319,64
749599,RS,Barão,1477,16
749759,RS,Barão de Cotegipe,1156,11
749919,RS,Barão do Triunfo,848,10
750079,RS,Barracão,994,18
750239,RS,Barra do Guarita,146,8
750399,RS,Barra do Quaraí,1169,9
750559,RS,Barra do Ribeiro,2886,63
750719,RS,Barra do Rio Azul,230,1
750879,RS,Barra Funda,1226,16
751039,RS,Barros Cassal,1862,18
751199,RS,Benjamin Constant do Sul,220,3
751359,RS,Bento Gonçalves,41104,504
751519,RS,Boa Vista das Missões,773,7
751679,RS,Boa Vista do Buricá,1881,14
751839,RS,Boa Vista do Cadeado,548,6
751999,RS,Boa Vista do Incra,968,5
752159,RS,Boa Vista do Sul,736,5
752319,RS,Bom Jesus,2073,31
752479,RS,Bom Princípio,4090,36
752639,RS,Bom Progresso,352,3
752799,RS,Bom Retiro do Sul,2552,43
752959,RS,Boqueirão do Leão,810,36
753119,RS,Bossoroca,944,22
753279,RS,Bozano,717,9
753439,RS,Braga,794,13
753599,RS,Brochier,1430,8
753759,RS,Butiá,5774,71
753919,RS,Caçapava do Sul,9385,114
754079,RS,Cacequi,1613,19
754239,RS,Cachoeira do Sul,24942,247
754399,RS,Cachoeirinha,30215,553
754559,RS,Cacique Doble,1469,16
754719,RS,Caibaté,580,8
754879,RS,Caiçara,1307,12
755039,RS,Camaquã,15615,194
755199,RS,Camargo,756,8
755359,RS,Cambará do Sul,439,12
755519,RS,Campestre da Serra,783,5
